id	name	student_number	course	gender	MBTI	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9
179	Orlando Yandell	2018162179	2	2	17	4	4	4	2	3	4	2	4	5	5	5	5	4	4	3	4	5	4	3	1	3	2	3	2	2	1	2	
180	Elysee Wildgoose	2018162180	3	1	10	3	2	4	4	3	1	1	4	4	2	3	3	3	2	3	3	3	2	3	4	5	5	5	4	3	4	5	
181	Jarib Huscroft	2018162181	3	2	2	2	3	3	3	2	3	2	1	3	3	3	4	3	3	3	4	3	4	4	3	5	4	5	3	4	5	5	
182	Em Aucock	2018162182	1	1	11	3	5	4	5	4	4	3	5	3	2	4	3	5	4	5	2	5	4	3	1	2	2	3	1	1	3	3	
183	Emelda Piolli	2018162183	3	1	8	1	3	3	1	2	1	3	3	3	1	3	2	2	2	2	3	3	3	4	3	5	4	5	5	4	3	5	
184	Chiquita Agronski	2018162184	2	2	11	4	3	5	4	5	3	4	5	4	4	3	5	4	5	4	3	4	3	2	3	4	4	3	1	4	2	2	
185	Mavis Brignell	2018162185	3	2	1	3	3	2	4	4	4	3	3	3	1	3	3	4	4	2	2	1	1	4	5	3	5	4	3	4	5	5	
186	Felike Matskiv	2018162186	2	1	5	5	3	2	2	3	2	4	3	4	4	5	5	5	4	5	5	4	3	1	1	2	3	1	3	2	2	1	
187	Kelcie Baldocci	2018162187	1	1	3	3	3	5	4	3	3	5	5	5	5	4	5	3	5	4	3	3	3	2	2	3	3	3	3	2	1	4	
188	Keri Casemore	2018162188	3	1	9	3	3	3	3	1	4	4	3	3	1	2	3	4	3	3	1	2	3	5	4	4	5	4	4	4	5	2	
189	Dorothea Garfoot	2018162189	3	1	8	3	2	3	3	1	4	4	4	2	3	4	3	3	2	1	3	3	2	4	3	3	2	3	5	5	5	5	
190	Kaitlin Lardeur	2018162190	1	2	9	5	5	4	3	3	5	4	5	3	4	3	4	4	4	3	2	4	5	4	1	3	1	2	2	4	2	3	
191	Jo Ellaway	2018162191	2	2	9	5	3	2	3	2	3	3	3	4	5	4	4	4	4	4	5	4	3	1	1	4	2	3	2	4	1	2	
192	Chrisse Shea	2018162192	2	2	16	3	3	3	3	3	2	4	5	3	5	5	3	5	3	4	4	4	5	3	1	4	4	4	3	1	4	3	
193	Chip Trematick	2018162193	1	2	4	5	3	5	3	5	3	4	5	5	3	3	3	3	5	2	5	4	5	3	4	4	3	3	1	3	3	2	
194	Sheree Auld	2018162194	3	2	13	2	3	4	3	1	3	3	3	3	4	2	2	3	4	3	3	2	2	2	4	4	2	5	5	4	4	2	
195	Sheffy Halburton	2018162195	1	1	15	5	5	3	5	4	5	5	5	4	4	2	4	2	4	3	4	2	3	3	2	1	3	4	3	3	3	1	
196	Eimile Boshell	2018162196	3	1	5	3	1	1	3	1	1	3	1	3	1	2	2	3	1	4	3	4	4	3	5	4	5	3	4	4	4	4	
197	Jillana McCerery	2018162197	3	1	15	3	3	3	3	3	4	4	3	3	4	4	3	2	3	4	3	1	1	4	5	4	4	3	4	4	4	3	
198	Corrine Immins	2018162198	3	1	8	4	1	3	3	3	3	2	3	3	2	3	1	3	4	3	2	2	3	5	4	4	4	3	4	4	5	3	
199	Chaunce Sheeran	2018162199	3	1	15	3	1	3	3	3	1	3	3	3	1	1	3	1	2	3	4	3	3	3	4	3	4	4	4	2	5	4	
200	Scarlet Mould	2018162200	1	1	14	4	5	5	3	3	4	4	3	4	5	4	4	4	3	4	2	4	5	3	3	2	3	2	4	3	2	3	
201	Millicent Bratcher	2018162201	1	2	2	4	5	3	4	5	4	3	4	4	5	4	4	5	4	3	5	5	4	3	3	4	4	2	3	2	4	3	
202	Nona Zavattari	2018162202	1	1	1	3	5	5	5	4	4	4	5	5	5	2	3	5	5	2	4	3	5	3	3	3	3	3	1	4	1	3	
203	Barrie Kenshole	2018162203	1	2	16	4	3	5	4	3	5	3	4	4	5	2	4	5	5	4	3	5	5	4	3	3	1	4	1	3	2	3	
204	Boote Dorkin	2018162204	2	1	12	5	4	3	3	4	5	2	5	3	5	4	5	4	5	4	5	4	5	4	3	2	1	1	4	3	2	2	
205	Estella Eeles	2018162205	1	1	16	5	3	3	4	5	4	4	3	4	4	4	4	4	3	4	2	3	4	3	3	2	3	3	4	2	2	4	
206	Mahala Sybry	2018162206	2	2	9	5	5	4	4	5	3	5	3	3	5	4	5	4	5	3	5	3	4	2	2	2	2	1	1	3	1	3	
207	Sherwood Stitcher	2018162207	3	1	16	3	3	1	3	1	1	4	4	3	3	3	1	2	2	2	3	1	1	4	5	3	4	5	3	3	3	4	
208	Kailey Adamovicz	2018162208	3	2	13	2	2	3	4	3	4	1	3	3	2	4	2	4	1	2	2	2	1	3	4	5	4	5	5	4	3	5	
209	Rodie Odcroft	2018162209	2	1	13	4	2	4	5	4	4	5	3	5	5	5	4	5	5	3	3	4	3	1	3	3	1	1	4	1	3	3	
210	Austin Dragonette	2018162210	1	1	15	3	4	4	5	5	4	3	3	5	5	4	5	4	5	3	2	4	5	4	3	1	3	4	3	1	1	2	
211	Horten Coupar	2018162211	2	2	9	4	3	4	4	3	4	5	3	2	3	4	5	4	3	4	4	5	5	4	2	2	4	1	1	3	1	1	
212	Danella Renihan	2018162212	1	2	11	5	5	4	5	4	4	4	3	4	2	3	3	3	4	3	2	4	4	4	3	4	3	2	3	4	3	2	
213	Janine McCuthais	2018162213	1	2	7	3	5	5	4	5	4	4	4	5	2	3	4	4	3	4	3	4	4	2	4	2	4	4	2	2	4	1	
214	Josefa Scholl	2018162214	3	1	11	3	3	3	3	3	1	2	1	1	3	3	4	4	3	3	4	2	2	4	3	5	4	4	5	4	5	3	
215	Faustine Large	2018162215	2	2	9	4	2	3	2	2	4	5	2	3	4	4	4	5	5	4	4	5	3	1	4	3	2	3	2	3	3	2	
216	Elie Garaway	2018162216	3	2	10	2	3	3	4	4	4	1	4	1	1	1	2	2	3	1	1	1	4	2	5	4	5	3	4	4	4	4	
217	Oralla Chilver	2018162217	2	2	6	4	4	5	3	5	4	4	2	3	4	4	3	3	5	3	5	4	5	4	2	2	3	2	2	1	3	2	
218	Regan Kibel	2018162218	2	2	6	4	3	4	3	5	3	4	2	4	5	5	4	5	4	4	4	5	3	3	4	2	3	4	1	2	1	2	
219	Fanchette Ferby	2018162219	1	1	6	5	5	5	3	4	3	4	4	3	2	4	2	4	2	3	3	4	3	4	4	4	3	3	4	2	4	3	
220	Neddy Gowthrop	2018162220	2	1	11	5	3	4	2	3	4	2	4	3	4	5	4	4	3	5	4	4	5	1	1	2	4	2	3	3	4	4	
221	Trueman Lowey	2018162221	3	2	9	3	2	3	4	3	3	4	3	4	1	3	2	3	1	3	2	4	1	2	4	5	4	3	5	4	5	4	
222	Kim Sealand	2018162222	2	2	13	2	5	3	4	5	3	5	4	3	5	4	4	5	3	5	3	4	5	3	3	3	2	4	2	4	2	1	
223	Paddie Peer	2018162223	3	1	12	1	3	2	2	1	3	4	1	1	4	3	1	1	3	4	3	1	3	4	5	4	4	4	3	4	5	3	
224	Tiffie Bodley	2018162224	3	2	3	1	3	1	2	1	4	3	4	3	1	2	3	3	1	3	3	3	2	4	3	2	5	3	4	5	5	4	
225	Lotte Josipovitz	2018162225	2	2	2	3	3	3	4	3	5	3	5	3	3	5	5	4	4	4	4	3	3	2	4	3	2	3	2	2	3	4	
226	Gare Delamaine	2018162226	3	2	10	3	3	3	1	3	4	3	2	3	3	3	1	4	1	3	1	1	4	4	4	4	5	4	4	5	3	5	
227	Christiana Calafato	2018162227	3	1	12	3	4	4	3	4	2	2	4	2	1	3	2	4	1	3	4	4	2	4	4	4	4	3	5	3	4	5	
228	Kandy Slocombe	2018162228	2	1	4	4	3	2	3	3	4	4	3	3	5	5	5	4	4	4	4	4	4	2	3	3	4	2	3	3	2	3	
229	Arda McFaell	2018162229	1	1	17	4	4	5	5	3	4	3	3	4	3	2	3	3	4	3	3	4	2	1	4	4	4	4	3	2	3	3	
230	Colas Fitzer	2018162230	3	2	11	1	4	1	3	3	1	4	4	2	2	2	3	2	3	4	1	2	2	4	3	5	5	5	3	4	4	3	
231	Mattias Janousek	2018162231	1	2	15	4	4	5	5	4	5	4	5	5	3	4	3	3	5	4	3	4	5	2	1	3	3	2	3	2	4	2	
232	Kirbee Featherbie	2018162232	3	2	16	4	3	1	1	3	3	3	2	1	2	4	2	2	2	4	3	2	4	3	4	3	4	3	5	4	5	4	
233	Lionello Gaynesford	2018162233	2	1	13	3	3	4	4	3	4	3	3	5	4	3	4	3	5	5	4	4	4	4	2	3	2	3	4	4	4	2	
234	Harman Staggs	2018162234	3	1	16	2	3	3	3	2	4	2	1	3	1	4	2	3	1	4	4	2	2	2	5	3	4	5	2	3	4	3	
235	Morey Gibbe	2018162235	3	2	15	4	1	4	3	3	4	2	3	3	3	1	3	4	4	3	2	1	4	4	4	5	3	3	2	4	4	5	
236	Suzanne Gasnoll	2018162236	2	2	9	4	5	3	4	5	3	3	3	4	4	5	4	4	5	4	4	5	4	2	1	2	2	1	2	4	2	3	
237	Regan Morgan	2018162237	1	1	8	4	4	3	3	3	5	5	4	4	3	3	4	2	5	4	4	5	3	2	2	4	4	1	2	4	2	3	
238	Korie Rosser	2018162238	1	2	15	4	5	4	4	3	4	3	5	5	5	3	3	5	3	3	2	4	4	1	3	4	3	2	3	3	3	1	
239	Tracy Neubigin	2018162239	1	1	2	3	3	5	3	3	5	4	4	3	4	5	3	4	2	5	2	4	5	2	4	3	2	3	1	3	4	2	
240	Conchita De Meis	2018162240	1	1	16	5	3	3	5	4	4	5	5	5	4	4	3	3	4	3	4	4	5	4	2	3	3	3	4	4	4	4	
241	Ethelind Rutledge	2018162241	2	1	15	2	3	3	3	5	3	4	3	5	4	5	4	5	4	5	4	3	3	1	2	3	2	2	2	4	4	2	
242	Bambie Guidini	2018162242	3	1	1	2	1	1	2	3	2	1	3	4	4	3	3	2	4	1	4	3	1	5	5	2	2	3	4	5	3	5	
243	Skip Compton	2018162243	3	1	16	3	1	4	1	3	1	4	2	4	3	3	1	4	1	2	3	1	4	3	3	3	4	5	4	2	4	3	
244	Artur Simpole	2018162244	1	1	15	3	4	5	5	4	3	4	5	3	4	2	4	4	2	3	5	2	5	4	2	3	4	3	3	3	4	3	
245	Holly Olenchenko	2018162245	2	1	3	5	4	3	5	2	2	4	3	2	5	5	4	3	3	4	5	3	3	1	3	3	2	3	2	3	4	3	
246	Vasily Getten	2018162246	2	1	15	2	2	3	2	4	4	3	5	4	5	3	4	3	4	3	4	4	3	4	3	2	2	2	3	2	2	3	
247	Bethena Hugues	2018162247	1	2	5	3	4	3	4	4	3	5	4	4	5	2	3	3	2	5	4	3	5	3	4	2	3	4	4	2	1	3	
248	Boycie Jaskowicz	2018162248	1	1	8	4	5	4	3	5	4	5	5	4	3	3	4	3	3	2	4	3	2	3	2	3	4	3	2	4	4	3	
249	Alden De Bischof	2018162249	1	1	13	4	4	3	5	5	3	4	5	4	4	3	2	5	4	4	5	3	5	3	4	3	1	2	4	2	4	4	
250	Elisabet Eglese	2018162250	1	1	6	3	3	5	5	4	3	3	3	5	3	3	4	4	4	3	5	3	5	3	3	1	2	3	4	3	3	2	
251	Margot O' Quirk	2018162251	1	1	9	4	4	4	3	5	4	4	3	3	2	5	4	3	4	2	3	3	3	3	1	4	1	4	4	4	4	3	
252	Sydney Barette	2018162252	1	2	2	3	5	5	4	4	4	4	3	4	4	3	3	4	3	3	3	5	4	4	3	2	3	2	4	2	2	3	
253	Ketty Quartermain	2018162253	1	1	2	4	3	5	5	4	3	4	5	4	5	5	3	3	3	3	4	2	2	1	3	2	2	2	1	4	2	2	
254	Matteo Alvin	2018162254	2	1	16	4	2	4	4	2	4	5	4	4	5	5	5	5	3	3	4	4	4	3	2	3	2	2	3	4	3	1	
255	Samara Durn	2018162255	3	2	8	4	3	1	3	1	1	1	1	3	3	4	3	3	3	1	2	4	1	5	5	4	4	3	5	3	4	5	
256	Herschel Dennitts	2018162256	3	2	11	1	3	4	3	3	3	4	3	3	1	1	3	1	4	3	3	3	3	3	4	4	4	4	3	4	3	3	
257	Chancey Artinstall	2018162257	2	1	4	3	2	4	5	5	3	3	3	3	4	3	5	4	3	3	4	4	4	3	3	4	3	2	2	2	1	4	
258	Keenan Atherley	2018162258	3	2	13	3	1	3	2	2	2	4	3	4	3	3	2	1	4	3	1	4	1	4	4	3	3	3	3	5	3	4	
259	Faye Mussett	2018162259	2	1	11	4	4	2	3	3	2	4	2	5	4	3	5	4	4	5	3	4	5	2	3	2	1	3	4	3	1	2	
260	Tiebout Ashburner	2018162260	1	2	2	4	3	4	4	5	4	5	4	4	5	3	3	2	3	3	2	5	3	3	2	2	3	2	4	1	1	3	
261	Fredrika Blonfield	2018162261	2	1	1	2	3	4	4	4	3	3	4	3	3	5	5	5	4	3	4	4	5	2	3	1	2	2	2	3	4	3	
262	Kamila Szymon	2018162262	2	1	7	3	3	4	3	4	3	3	4	2	4	5	5	4	4	4	4	5	5	2	3	1	4	1	1	4	2	1	
263	Caldwell Milne	2018162263	2	1	15	3	4	4	5	4	5	4	3	5	5	4	5	5	4	4	4	4	4	3	3	2	3	3	4	3	3	3	
264	Morgun Perton	2018162264	1	2	3	4	4	3	5	4	4	4	4	4	4	4	4	4	5	2	2	2	3	2	2	4	1	4	4	2	1	2	
265	Gae Ary	2018162265	1	2	9	4	4	3	3	4	5	4	4	3	4	5	4	4	3	3	4	3	3	4	3	3	1	3	3	2	4	3	
266	Padraig Birt	2018162266	2	1	15	3	4	4	3	5	3	3	3	4	3	5	3	4	3	3	3	4	5	2	4	4	3	3	4	2	4	3	
267	Kaitlynn Ridgwell	2018162267	1	2	2	4	4	4	3	4	4	4	5	4	3	5	3	4	4	3	3	5	3	2	3	4	3	2	2	1	4	4	
268	Randie Garett	2018162268	2	2	2	4	3	5	3	4	4	5	4	4	5	4	5	4	5	4	4	3	4	2	3	3	1	2	2	4	3	3	
269	Olivero Linnard	2018162269	3	1	12	1	2	2	3	2	3	2	1	3	2	3	3	2	2	1	4	3	3	5	3	3	3	5	3	5	4	5	
270	Alessandra Simonds	2018162270	2	2	10	2	3	5	5	5	3	4	4	3	3	5	5	3	4	5	3	5	4	2	2	3	2	3	4	3	3	3	
271	Geri Riccioppo	2018162271	3	1	6	3	3	4	2	4	3	3	4	2	2	2	3	2	2	2	3	2	4	5	4	5	5	5	3	4	4	4	
272	Bar Banger	2018162272	3	2	12	3	2	4	4	2	2	4	1	4	3	2	3	3	3	2	3	3	2	4	3	3	5	5	5	4	4	4	
273	Laird Petegrew	2018162273	2	2	8	5	2	4	3	4	3	4	3	2	4	5	5	4	4	3	4	5	5	2	4	1	4	2	2	4	4	3	
274	Enrica Jachimczak	2018162274	2	2	17	3	5	4	5	4	4	4	4	5	4	4	4	3	3	5	4	3	3	1	2	1	2	3	3	4	3	1	
275	Aloisia Leckie	2018162275	1	2	1	4	5	4	4	3	5	5	4	4	4	3	3	3	5	2	3	2	5	3	4	3	2	3	4	4	3	4	
276	Otho Hawtrey	2018162276	3	2	2	2	3	1	1	3	4	3	3	3	3	1	1	3	3	3	3	1	3	3	5	3	4	3	5	5	4	5	
277	Kaila Heinschke	2018162277	1	1	17	5	5	3	3	3	4	5	4	5	2	2	3	4	3	2	3	4	4	3	4	4	4	2	3	3	3	4	
278	Mab Huxster	2018162278	2	1	5	3	3	3	2	5	5	3	4	2	5	3	5	3	4	4	5	3	5	1	2	2	1	3	1	2	2	3	
279	Pebrook Egdell	2018162279	1	2	10	4	4	3	5	4	4	4	3	4	3	5	5	4	5	3	3	3	2	2	4	3	3	4	4	1	4	3	
280	Correy Fransewich	2018162280	3	1	15	3	3	1	3	4	3	4	3	1	1	3	1	4	4	3	2	1	4	5	5	4	5	4	4	4	2	5	
281	Rea Presidey	2018162281	3	2	5	3	2	4	1	3	1	1	4	1	2	1	1	3	3	4	3	1	2	4	5	4	5	4	3	3	3	4	
282	Tore Carpe	2018162282	1	1	7	4	5	4	5	3	5	4	4	3	5	3	4	3	2	4	3	3	4	4	1	2	3	3	2	2	4	3	
283	Terese Bertome	2018162283	2	2	9	4	2	4	3	4	2	3	3	3	4	4	4	4	4	5	3	3	4	3	3	4	3	2	3	4	4	2	
284	Cale Saull	2018162284	1	2	11	4	3	3	3	4	5	3	3	3	4	3	2	2	3	2	3	5	3	3	4	3	2	3	3	3	2	4	
285	Kimberly Ramey	2018162285	1	1	7	4	5	5	4	3	3	4	4	3	2	5	3	2	2	2	2	5	3	4	3	1	3	3	4	1	2	4	
286	Alleyn Klejin	2018162286	2	2	4	5	3	4	2	4	4	4	5	4	5	5	4	4	3	5	3	4	4	2	2	2	1	2	1	2	4	3	
287	Alric Skahill	2018162287	2	1	6	5	4	5	4	5	3	4	4	4	4	3	4	4	4	4	4	4	4	2	3	3	3	1	1	2	3	3	
288	Saunders Baines	2018162288	2	1	4	3	4	5	5	3	5	5	3	4	4	4	4	3	4	3	5	4	4	3	2	3	3	2	4	3	2	2	
289	Guenevere Ca	2018162289	2	2	3	2	3	2	2	3	5	3	4	5	4	4	5	3	4	4	5	5	5	3	3	3	2	4	3	1	3	3	
290	Brandise Cordier	2018162290	3	1	1	2	3	2	3	3	4	4	3	3	2	4	4	1	4	1	3	2	4	3	3	4	3	4	3	2	4	3	
291	Deena MacCostye	2018162291	3	2	16	4	1	4	3	4	4	2	3	4	2	1	3	2	3	4	2	3	3	3	5	4	3	2	5	4	3	5	
292	Eryn Fenning	2018162292	1	2	8	4	4	5	3	5	4	3	3	4	4	4	3	2	5	5	5	2	5	3	1	2	3	1	4	4	2	4	
293	Daria Leifer	2018162293	1	2	7	3	4	5	5	4	4	5	5	4	4	5	5	3	3	5	4	3	3	2	2	3	4	2	4	3	4	4	
294	Dare Garside	2018162294	2	1	17	4	3	4	5	4	3	4	3	4	4	4	5	5	5	5	4	4	4	3	3	4	4	1	4	2	2	3	
295	Lorettalorna Calderon	2018162295	1	1	17	4	3	4	5	3	5	3	5	4	4	3	4	4	2	5	3	2	5	4	2	1	4	4	4	2	2	3	
296	Danny Wallbutton	2018162296	2	2	11	3	3	4	4	4	3	4	5	2	5	3	5	4	4	3	5	4	3	2	3	3	4	1	1	2	3	3	
297	Rocky Hemeret	2018162297	2	1	5	5	3	3	2	5	4	4	3	4	5	4	5	3	5	4	3	5	3	2	3	1	4	1	1	3	2	3	
298	Alisander Liquorish	2018162298	1	1	11	4	5	3	5	4	5	4	3	4	4	2	3	5	4	4	4	4	4	1	4	3	2	2	4	4	2	4	
299	Ingmar Eble	2018162299	2	2	5	4	2	3	4	3	5	3	3	3	5	5	5	4	5	5	3	5	4	2	1	3	1	3	3	3	3	3	
300	Turner Kernar	2018162300	3	1	7	2	2	1	3	1	4	4	4	1	3	3	4	4	1	2	3	2	2	4	2	4	4	4	5	4	4	5	
301	Brandon Bock	2018162301	1	2	1	3	3	5	4	4	3	5	3	4	4	3	4	4	3	2	5	5	4	3	3	4	3	4	4	4	1	3	
302	Gabriel Stopher	2018162302	2	1	16	3	2	4	4	4	5	4	5	5	4	4	3	5	4	5	3	5	4	3	1	4	1	4	2	2	2	1	
303	Kissiah O'Lunny	2018162303	3	2	12	4	4	2	3	1	1	2	2	3	2	2	3	1	2	3	1	3	3	4	5	3	4	2	4	3	3	3	
304	Sheffie Sparshett	2018162304	1	2	5	4	3	3	3	3	5	5	4	3	3	4	5	5	5	3	5	4	3	4	2	2	1	4	4	3	3	1	
305	Sauveur Soppitt	2018162305	2	1	14	5	4	4	3	5	4	3	4	3	5	5	3	3	5	5	4	3	4	2	1	3	2	3	1	4	3	2	
306	Fanchette Smowton	2018162306	3	2	11	2	4	2	3	4	4	3	1	3	3	3	3	1	3	4	3	3	3	5	5	3	4	5	5	3	3	3	
307	Maegan Points	2018162307	2	1	8	5	3	3	4	5	4	3	4	3	5	4	3	3	3	4	4	3	4	4	4	3	3	2	3	4	3	2	
308	Joe Laurand	2018162308	3	1	11	4	1	3	4	1	2	3	3	1	4	1	4	1	2	2	3	2	2	4	3	3	4	5	4	4	4	3	
309	Jerry Slaight	2018162309	2	1	13	4	4	3	3	4	3	4	4	3	4	3	5	4	4	5	5	4	3	2	3	1	2	2	2	4	2	2	
310	Lorilee Dakhno	2018162310	1	1	13	3	4	5	5	3	5	5	4	4	3	5	3	2	2	4	4	4	3	2	2	3	4	2	3	3	4	1	
311	Bert Southard	2018162311	1	2	15	5	3	4	5	5	5	3	3	5	5	4	3	3	2	5	4	4	4	3	1	3	2	4	2	2	2	2	
312	Maybelle Braunds	2018162312	3	1	14	3	3	2	1	3	4	2	3	4	1	3	2	3	3	3	1	3	3	5	5	4	3	4	4	3	5	3	
313	Robyn Spurling	2018162313	3	1	3	3	3	2	4	1	4	2	3	3	1	2	1	2	3	1	2	3	2	4	3	4	4	4	5	5	4	5	
314	Gottfried Grooby	2018162314	3	1	10	4	2	2	1	3	3	3	3	3	2	2	2	1	2	3	2	3	3	3	4	4	2	5	5	2	4	4	
315	Hamilton Cossum	2018162315	2	2	7	2	3	5	4	3	3	5	4	4	5	5	4	4	4	5	5	3	4	3	3	3	1	1	3	4	4	2	
316	Robin Crapper	2018162316	1	2	11	4	5	3	5	5	5	4	5	4	2	4	5	5	3	4	3	5	3	4	4	4	3	3	4	4	4	4	
317	Selene Hessentaler	2018162317	3	1	14	3	4	3	3	1	2	2	3	3	4	4	4	4	3	3	4	2	2	5	4	4	5	4	5	4	4	4	
318	Abdul Chrippes	2018162318	1	2	15	5	4	3	4	5	5	4	3	4	4	4	4	3	4	3	3	3	3	2	3	3	4	4	4	2	2	4	
319	Ebba Teaser	2018162319	2	1	6	3	3	4	3	5	5	3	4	5	5	5	3	4	4	5	4	5	5	3	2	2	3	2	4	2	1	4	
320	Ingaborg Ashfull	2018162320	1	2	2	4	4	5	5	3	4	3	5	5	5	3	3	5	4	5	3	2	2	3	1	2	1	2	4	3	4	4	
321	Betteanne Peasee	2018162321	2	1	11	5	3	2	5	4	3	3	2	5	5	4	4	5	4	4	4	4	4	2	1	3	4	4	2	2	4	3	
322	Brittney Goldsberry	2018162322	1	1	2	5	4	5	3	4	4	4	4	4	3	3	5	4	3	4	3	4	4	3	1	2	3	4	4	3	1	4	
323	Katleen Kalinowsky	2018162323	2	1	16	5	5	3	3	4	5	2	3	3	5	4	5	5	4	4	4	4	5	4	2	3	2	3	2	2	2	3	
324	Sherilyn Tayt	2018162324	2	1	17	3	3	5	4	4	4	3	3	4	4	4	4	4	3	5	4	3	5	2	4	2	1	2	3	2	4	2	
325	Gabriella Gyrgorcewicx	2018162325	2	2	17	3	3	5	5	3	3	4	4	4	5	4	4	3	5	4	5	5	4	2	4	1	2	1	2	2	3	2	
326	Stillman Kezar	2018162326	2	1	2	2	5	4	4	3	5	3	5	3	4	5	4	4	3	3	5	4	3	2	2	3	2	3	3	1	1	4	
327	Therese Pettwood	2018162327	3	2	15	4	2	3	2	1	3	1	3	3	1	3	4	1	1	3	4	1	2	3	3	3	4	4	4	3	4	4	
328	Merwyn Champerlen	2018162328	2	1	14	2	2	5	4	4	3	3	4	4	5	5	4	4	5	4	4	3	4	3	1	2	2	3	1	2	3	2	
329	Bryce Lemery	2018162329	1	1	13	5	3	4	5	5	3	5	4	4	4	3	4	3	4	4	3	3	4	3	4	1	1	4	2	3	1	3	
330	Margarette Wingar	2018162330	2	2	12	3	4	3	4	4	3	3	3	4	4	3	5	4	3	5	5	4	5	4	4	1	3	4	2	3	2	3	
331	Erna Alpine	2018162331	1	1	8	4	4	5	3	5	4	4	5	4	2	5	5	4	4	5	3	3	5	3	4	4	3	1	3	3	3	2	
332	Norry Fenge	2018162332	1	2	2	5	4	3	4	4	5	5	4	4	5	5	4	2	4	3	3	4	3	3	2	4	3	3	3	4	3	2	
333	Leroi Cavy	2018162333	3	2	17	3	2	2	3	3	3	4	3	2	3	2	3	3	2	2	3	3	4	4	5	5	5	5	3	4	4	4	
334	Hetti O'Heagertie	2018162334	2	2	10	5	4	5	2	5	2	5	3	3	3	4	3	4	4	5	5	3	3	3	3	3	2	3	1	2	3	2	
335	Rochester Anderbrugge	2018162335	1	1	10	4	5	5	3	4	4	5	5	4	4	4	2	3	3	3	4	4	3	2	4	4	4	3	4	2	2	3	
336	Tomlin Duckers	2018162336	1	1	1	4	4	4	5	3	5	5	4	4	5	4	3	4	4	3	2	3	3	3	2	2	3	3	3	3	2	4	
337	Gabriellia Pass	2018162337	3	1	7	2	3	3	4	2	3	4	3	2	2	2	1	1	3	3	3	2	3	5	5	4	4	4	5	3	5	5	
338	Teresa McRory	2018162338	3	2	4	1	3	1	2	1	3	1	3	3	3	4	2	1	1	2	2	2	4	5	4	5	4	4	4	4	4	3	
339	Dorena Tenby	2018162339	3	1	17	3	1	2	4	1	4	3	4	3	3	1	4	1	3	2	3	2	2	5	4	4	4	4	3	5	5	4	
340	Ania Senecaux	2018162340	2	1	15	5	3	3	4	5	3	5	4	4	5	3	4	3	5	5	4	3	5	2	4	4	3	1	1	2	3	2	
341	Ferdinande Knowlton	2018162341	1	1	12	4	4	4	5	4	5	4	4	5	3	4	3	4	4	5	5	3	3	3	3	3	1	2	1	4	3	4	
342	Bell Charville	2018162342	1	2	11	4	4	4	4	3	4	4	5	5	4	3	3	4	2	3	3	5	3	1	3	2	2	3	1	3	3	4	
343	Retha Gilloran	2018162343	3	2	5	2	2	3	1	1	2	1	3	1	3	3	3	1	1	3	4	3	2	5	3	5	5	5	4	5	3	4	
344	Rosaleen Golda	2018162344	3	2	17	3	3	4	1	4	4	3	3	4	4	3	1	4	1	2	3	1	3	3	4	4	2	3	3	4	5	5	
345	Corrie Eates	2018162345	2	1	8	3	5	2	4	4	5	3	3	5	4	5	5	3	4	5	5	3	3	2	1	3	3	2	2	3	1	3	
346	Berget Brockington	2018162346	1	2	1	4	3	3	4	4	3	4	5	5	3	5	3	4	3	4	4	2	5	3	3	4	4	2	2	2	4	4	
347	Elora Dedman	2018162347	3	2	14	2	3	2	3	3	4	2	2	3	2	1	4	3	1	3	3	3	4	3	5	3	4	2	3	3	2	5	
348	Myra Terney	2018162348	3	2	10	2	3	4	3	4	2	3	3	4	2	2	2	2	3	2	2	2	1	5	2	4	4	5	4	5	5	5	
349	Florentia Carvell	2018162349	1	2	1	5	4	3	4	5	5	5	4	3	3	3	4	3	3	5	3	3	2	2	1	2	1	2	1	3	4	2	
350	Teador MacPaden	2018162350	3	2	5	4	3	4	2	3	4	1	3	4	1	3	4	4	2	3	2	4	4	4	3	2	4	4	4	5	3	5	
351	Deeann Gever	2018162351	1	1	5	4	3	4	4	4	4	5	3	5	5	3	4	5	5	3	4	3	4	4	2	4	1	4	4	4	4	3	
352	Hube Ebrall	2018162352	2	2	1	3	5	5	5	4	3	3	4	5	5	4	3	4	4	5	5	4	5	3	4	2	1	4	3	2	2	3	
353	Lidia Romeril	2018162353	3	1	2	4	2	2	2	2	1	4	3	2	1	3	3	3	4	4	3	1	2	4	2	5	5	4	4	5	3	5	
354	Ingaborg Winders	2018162354	1	2	6	4	5	3	4	4	3	4	3	3	3	4	4	2	4	3	2	3	4	2	3	4	3	4	2	4	1	2	
355	Leonelle Scudamore	2018162355	1	2	8	5	3	4	3	4	4	4	5	4	3	5	4	2	2	3	4	4	5	3	3	3	1	3	2	2	4	2	
356	Nevins Getcliff	2018162356	1	1	15	3	4	5	5	3	5	3	3	4	4	3	5	4	4	4	4	3	4	3	4	1	1	3	1	3	4	4	
357	Florida Vanyashin	2018162357	1	1	3	3	4	3	5	4	3	4	4	3	3	4	5	3	4	4	4	5	3	2	4	3	4	3	4	3	3	3	
